Date,Produit,Région,Ventes,Prix unitaire,Stock disponible
2023-02-13,Produit_4,Région_3,32,423.66,879
2023-02-13,Produit_6,Région_2,9,349.88,314
2023-02-13,Produit_24,Région_1,41,342.06,713
2023-02-13,Produit_43,Région_2,95,440.14,58
2023-02-13,Produit_1,Région_6,1,85.06,737
2023-02-13,Produit_12,Région_7,87,58.0,497
2023-02-13,Produit_12,Région_7,1,236.1,874
2023-02-13,Produit_2,Région_2,49,474.69,274
2023-02-13,Produit_28,Région_6,39,120.41,883
2023-02-13,Produit_17,Région_6,79,416.84,737
2023-02-13,Produit_5,Région_5,23,190.7,125
2023-02-13,Produit_10,Région_4,12,147.13,827
2023-02-13,Produit_30,Région_2,24,359.58,227
2023-02-13,Produit_9,Région_2,35,356.34,899
2023-02-13,Produit_41,Région_10,44,469.07,521
2023-02-13,Produit_41,Région_10,73,225.61,911
2023-02-13,Produit_46,Région_6,64,111.82,598
2023-02-13,Produit_18,Région_4,65,411.68,218
2023-02-13,Produit_43,Région_7,68,426.25,56
2023-02-13,Produit_45,Région_8,86,189.24,181
2023-02-13,Produit_36,Région_5,67,40.77,206
2023-02-13,Produit_11,Région_2,27,84.45,121
2023-02-13,Produit_23,Région_2,85,250.52,378
2023-02-13,Produit_17,Région_1,71,202.8,857
2023-02-13,Produit_16,Région_9,14,172.69,858
2023-02-13,Produit_48,Région_1,44,269.65,864
2023-02-13,Produit_30,Région_9,85,426.34,242
2023-02-13,Produit_30,Région_2,84,216.85,91
2023-02-13,Produit_9,Région_7,14,153.72,907
2023-02-13,Produit_28,Région_8,24,316.42,809
2023-02-13,Produit_18,Région_3,77,119.2,668
2023-02-13,Produit_2,Région_4,51,80.53,808
2023-02-13,Produit_5,Région_8,98,338.63,408
2023-02-13,Produit_27,Région_4,52,28.43,995
2023-02-13,Produit_32,Région_5,47,183.28,321
2023-02-13,Produit_46,Région_10,5,59.78,249
2023-02-13,Produit_50,Région_6,92,256.05,683
2023-02-13,Produit_24,Région_1,39,149.57,870
2023-02-13,Produit_9,Région_4,79,193.88,364
2023-02-13,Produit_22,Région_4,74,315.67,866
2023-02-13,Produit_29,Région_5,4,174.65,477
2023-02-13,Produit_26,Région_7,29,139.8,56
2023-02-13,Produit_48,Région_2,35,112.1,326
2023-02-13,Produit_34,Région_10,88,483.71,43
2023-02-13,Produit_27,Région_2,70,19.66,304
2023-02-13,Produit_8,Région_5,41,273.07,550
2023-02-13,Produit_43,Région_7,13,230.2,180
2023-02-13,Produit_39,Région_6,57,208.07,943
2023-02-13,Produit_20,Région_9,62,191.2,647
2023-02-13,Produit_26,Région_6,92,51.84,360
2023-02-13,Produit_41,Région_6,2,368.84,616
2023-02-13,Produit_25,Région_3,50,42.61,395
2023-02-13,Produit_11,Région_10,61,421.43,491
2023-02-13,Produit_4,Région_10,66,248.14,618
2023-02-13,Produit_46,Région_10,93,211.57,33
2023-02-13,Produit_33,Région_4,47,217.51,895
2023-02-13,Produit_42,Région_10,84,247.38,984
2023-02-13,Produit_33,Région_7,75,136.75,363
2023-02-13,Produit_15,Région_7,1,46.34,311
2023-02-13,Produit_23,Région_6,90,161.73,763
2023-02-13,Produit_6,Région_8,25,473.26,923
2023-02-13,Produit_32,Région_7,16,96.37,509
2023-02-13,Produit_33,Région_10,48,122.17,424
2023-02-13,Produit_17,Région_6,59,456.45,148
2023-02-13,Produit_46,Région_7,62,135.65,815
2023-02-13,Produit_39,Région_4,6,319.64,69
2023-02-13,Produit_39,Région_9,54,322.44,656
2023-02-13,Produit_40,Région_2,85,292.49,555
2023-02-13,Produit_20,Région_3,57,157.19,888
2023-02-13,Produit_43,Région_3,83,208.35,266
2023-02-13,Produit_13,Région_8,33,379.62,376
2023-02-13,Produit_48,Région_2,23,382.48,659
2023-02-13,Produit_50,Région_3,94,353.31,285
2023-02-13,Produit_25,Région_4,64,433.91,51
2023-02-13,Produit_14,Région_10,11,88.6,87
2023-02-13,Produit_32,Région_9,46,10.95,809
2023-02-13,Produit_39,Région_4,12,211.38,545
2023-02-13,Produit_38,Région_4,47,498.71,847
2023-02-13,Produit_24,Région_3,1,121.56,683
2023-02-13,Produit_47,Région_3,38,449.9,464
2023-02-13,Produit_41,Région_5,45,409.92,396
2023-02-13,Produit_2,Région_2,43,15.74,475
2023-02-13,Produit_48,Région_1,26,438.63,572
2023-02-13,Produit_33,Région_2,14,338.28,699
2023-02-13,Produit_9,Région_8,94,30.0,864
2023-02-13,Produit_27,Région_9,13,409.63,763
2023-02-13,Produit_16,Région_3,42,329.06,836
2023-02-13,Produit_46,Région_3,41,339.39,192
2023-02-13,Produit_6,Région_2,80,237.02,826
2023-02-13,Produit_32,Région_10,63,472.24,332
2023-02-13,Produit_1,Région_3,14,460.49,758
2023-02-13,Produit_38,Région_1,84,367.76,487
2023-02-13,Produit_44,Région_1,57,408.64,103
2023-02-13,Produit_45,Région_2,95,38.97,370
2023-02-13,Produit_26,Région_9,51,324.79,391
2023-02-13,Produit_5,Région_7,68,95.75,916
2023-02-13,Produit_33,Région_10,75,155.57,213
2023-02-13,Produit_49,Région_8,57,388.87,100
2023-02-13,Produit_7,Région_10,13,75.39,741
2023-02-13,Produit_34,Région_4,53,499.34,572
2023-02-13,Produit_25,Région_8,29,313.82,653
2023-02-13,Produit_4,Région_6,71,69.12,668
2023-02-13,Produit_17,Région_4,83,77.28,748
2023-02-13,Produit_9,Région_2,62,455.8,721
2023-02-13,Produit_26,Région_4,25,485.31,806
2023-02-13,Produit_49,Région_10,59,30.7,539
2023-02-13,Produit_26,Région_10,44,426.53,251
2023-02-13,Produit_23,Région_1,79,408.12,797
2023-02-13,Produit_19,Région_6,20,354.23,575
2023-02-13,Produit_36,Région_1,83,70.02,262
2023-02-13,Produit_34,Région_4,6,445.27,85
2023-02-13,Produit_9,Région_2,52,102.18,76
2023-02-13,Produit_17,Région_6,10,283.17,17
2023-02-13,Produit_49,Région_10,61,309.3,78
2023-02-13,Produit_45,Région_7,43,278.43,207
2023-02-13,Produit_24,Région_7,11,432.98,953
2023-02-13,Produit_39,Région_4,93,272.96,699
2023-02-13,Produit_26,Région_9,15,328.02,477
2023-02-13,Produit_21,Région_3,44,493.31,627
2023-02-13,Produit_37,Région_7,39,189.62,237
2023-02-13,Produit_36,Région_8,36,100.22,850
2023-02-13,Produit_30,Région_10,38,434.68,427
2023-02-13,Produit_12,Région_2,73,486.97,429
2023-02-13,Produit_31,Région_9,37,184.93,399
2023-02-13,Produit_50,Région_1,6,397.26,905
2023-02-13,Produit_32,Région_6,2,295.98,282
2023-02-13,Produit_14,Région_7,85,376.72,989
2023-02-13,Produit_25,Région_5,88,432.52,694
2023-02-13,Produit_4,Région_5,77,280.59,822
2023-02-13,Produit_46,Région_6,70,23.31,662
2023-02-13,Produit_21,Région_10,45,284.03,186
2023-02-13,Produit_43,Région_3,7,358.66,41
2023-02-13,Produit_33,Région_4,90,70.79,851
2023-02-13,Produit_17,Région_5,63,29.25,135
2023-02-13,Produit_7,Région_5,55,380.4,836
2023-02-13,Produit_5,Région_1,58,48.06,871
2023-02-13,Produit_39,Région_1,76,172.37,755
2023-02-13,Produit_28,Région_9,58,397.34,873
2023-02-13,Produit_3,Région_10,31,103.68,694
2023-02-13,Produit_37,Région_5,4,163.84,741
2023-02-13,Produit_42,Région_6,91,200.99,256
2023-02-13,Produit_48,Région_6,20,161.72,688
2023-02-13,Produit_12,Région_1,53,11.55,9
2023-02-13,Produit_24,Région_4,12,351.86,381
2023-02-13,Produit_5,Région_10,59,125.4,4
2023-02-13,Produit_26,Région_3,6,319.88,734
2023-02-13,Produit_7,Région_10,39,375.12,411
2023-02-13,Produit_42,Région_4,22,5.12,394
2023-02-13,Produit_14,Région_4,22,258.11,98
2023-02-13,Produit_13,Région_4,83,115.96,985
2023-02-13,Produit_20,Région_4,6,205.71,195
2023-02-13,Produit_6,Région_2,36,192.11,331
2023-02-13,Produit_40,Région_9,7,100.0,499
2023-02-13,Produit_42,Région_2,30,377.63,600
2023-02-13,Produit_21,Région_9,73,25.72,237
2023-02-13,Produit_28,Région_2,85,493.43,7
2023-02-13,Produit_34,Région_7,79,161.64,795
2023-02-13,Produit_11,Région_5,42,211.33,454
2023-02-13,Produit_22,Région_5,22,296.95,64
2023-02-13,Produit_1,Région_8,67,13.93,882
2023-02-13,Produit_41,Région_6,4,233.26,325
2023-02-13,Produit_34,Région_9,18,169.27,601
2023-02-13,Produit_33,Région_1,25,452.54,306
2023-02-13,Produit_3,Région_7,86,362.36,624
2023-02-13,Produit_35,Région_9,68,386.25,58
2023-02-13,Produit_13,Région_3,21,182.41,401
2023-02-13,Produit_13,Région_7,77,131.34,607
2023-02-14,Produit_29,Région_5,10,422.72,517
2023-02-14,Produit_19,Région_7,19,231.27,703
2023-02-14,Produit_39,Région_2,82,99.22,264
2023-02-14,Produit_6,Région_1,42,385.65,950
2023-02-14,Produit_49,Région_3,99,22.76,574
2023-02-14,Produit_39,Région_6,43,357.59,287
2023-02-14,Produit_5,Région_6,34,10.16,864
2023-02-14,Produit_4,Région_4,20,46.15,246
2023-02-14,Produit_4,Région_2,24,258.34,124
2023-02-14,Produit_25,Région_5,18,81.34,19
2023-02-14,Produit_35,Région_7,6,355.65,202
2023-02-14,Produit_9,Région_4,28,90.4,245
2023-02-14,Produit_21,Région_10,7,339.13,603
2023-02-14,Produit_36,Région_1,90,333.41,976
2023-02-14,Produit_49,Région_1,97,330.67,760
2023-02-14,Produit_23,Région_3,9,315.97,430
2023-02-14,Produit_19,Région_5,68,185.76,651
2023-02-14,Produit_9,Région_5,79,254.82,132
2023-02-14,Produit_5,Région_9,88,199.92,542
2023-02-14,Produit_46,Région_2,41,246.07,67
2023-02-14,Produit_23,Région_10,38,56.07,538
2023-02-14,Produit_43,Région_5,78,316.65,300
2023-02-14,Produit_18,Région_9,2,153.48,19
2023-02-14,Produit_29,Région_10,90,314.75,452
2023-02-14,Produit_14,Région_9,9,263.83,700
2023-02-14,Produit_40,Région_8,16,66.84,278
2023-02-14,Produit_9,Région_5,34,253.09,17
2023-02-14,Produit_45,Région_5,15,344.85,888
2023-02-14,Produit_23,Région_7,65,327.76,582
2023-02-14,Produit_45,Région_2,32,243.62,524
2023-02-14,Produit_28,Région_9,62,285.09,431
2023-02-14,Produit_43,Région_3,81,154.56,328
2023-02-14,Produit_41,Région_1,57,344.56,723
2023-02-14,Produit_5,Région_8,85,10.15,248
2023-02-14,Produit_8,Région_9,7,456.24,415
2023-02-14,Produit_17,Région_6,48,144.87,35
2023-02-14,Produit_2,Région_1,3,227.69,670
2023-02-14,Produit_29,Région_9,33,266.88,229
2023-02-14,Produit_9,Région_1,96,243.31,621
2023-02-14,Produit_2,Région_5,74,385.97,292
2023-02-14,Produit_2,Région_9,61,206.81,702
2023-02-14,Produit_25,Région_6,37,18.74,538
2023-02-14,Produit_20,Région_2,34,482.35,899
2023-02-14,Produit_30,Région_4,55,162.97,232
2023-02-14,Produit_12,Région_3,6,5.9,882
2023-02-14,Produit_4,Région_1,59,468.42,697
2023-02-14,Produit_48,Région_7,63,73.21,557
2023-02-14,Produit_15,Région_6,88,351.09,839
2023-02-14,Produit_28,Région_10,17,175.86,131
2023-02-14,Produit_48,Région_9,46,47.91,689
2023-02-14,Produit_7,Région_3,63,20.15,917
2023-02-14,Produit_36,Région_3,2,75.65,97
2023-02-14,Produit_7,Région_1,78,381.7,912
2023-02-14,Produit_37,Région_7,14,345.96,187
2023-02-14,Produit_2,Région_7,4,264.54,477
2023-02-14,Produit_33,Région_10,1,367.14,575
2023-02-14,Produit_31,Région_5,78,410.85,902
2023-02-14,Produit_40,Région_8,68,373.25,216
2023-02-14,Produit_3,Région_7,36,297.05,431
2023-02-14,Produit_13,Région_6,89,259.11,919
2023-02-14,Produit_43,Région_5,33,273.42,405
2023-02-14,Produit_37,Région_4,87,224.7,843
2023-02-14,Produit_26,Région_1,30,27.9,64
2023-02-14,Produit_49,Région_6,4,170.79,913
2023-02-14,Produit_45,Région_8,95,367.5,887
2023-02-14,Produit_48,Région_5,67,55.22,579
2023-02-14,Produit_35,Région_2,36,80.73,643
2023-02-14,Produit_49,Région_7,18,490.56,393
2023-02-14,Produit_49,Région_7,68,496.93,857
2023-02-14,Produit_7,Région_3,40,386.07,211
2023-02-14,Produit_23,Région_7,32,186.61,758
2023-02-14,Produit_38,Région_3,72,224.37,999
2023-02-14,Produit_14,Région_8,75,146.77,886
2023-02-14,Produit_42,Région_1,79,126.55,630
2023-02-14,Produit_26,Région_9,64,116.07,51
2023-02-14,Produit_8,Région_1,68,198.93,154
2023-02-14,Produit_19,Région_3,73,352.19,328
2023-02-14,Produit_6,Région_6,28,29.33,348
2023-02-14,Produit_48,Région_3,54,157.6,491
2023-02-14,Produit_35,Région_7,30,5.2,115
2023-02-14,Produit_8,Région_2,51,392.26,931
2023-02-14,Produit_10,Région_6,63,130.1,708
2023-02-14,Produit_6,Région_3,52,315.31,944
2023-02-14,Produit_14,Région_5,45,136.57,569
2023-02-14,Produit_32,Région_8,10,386.54,268
2023-02-14,Produit_36,Région_6,73,55.06,117
2023-02-14,Produit_7,Région_1,46,421.15,815
2023-02-14,Produit_2,Région_4,3,353.33,324
2023-02-14,Produit_48,Région_7,93,389.15,797
2023-02-14,Produit_23,Région_3,41,432.89,42
2023-02-14,Produit_12,Région_10,59,61.84,510
2023-02-14,Produit_49,Région_4,79,261.93,427
2023-02-14,Produit_41,Région_3,44,430.6,933
2023-02-14,Produit_40,Région_3,16,270.07,520
2023-02-14,Produit_41,Région_6,69,246.33,638
2023-02-14,Produit_35,Région_4,85,112.16,263
2023-02-14,Produit_27,Région_9,92,350.87,918
2023-02-14,Produit_29,Région_10,86,179.08,840
2023-02-14,Produit_26,Région_1,73,410.64,143
2023-02-14,Produit_13,Région_10,81,458.53,117
2023-02-14,Produit_36,Région_5,86,118.71,277
2023-02-14,Produit_41,Région_2,84,83.92,96
2023-02-14,Produit_18,Région_4,10,265.18,728
2023-02-14,Produit_49,Région_8,9,151.9,503
2023-02-14,Produit_15,Région_4,96,424.08,500
2023-02-14,Produit_44,Région_7,50,204.41,539
2023-02-14,Produit_6,Région_6,66,231.9,710
2023-02-14,Produit_27,Région_9,52,428.52,787
2023-02-14,Produit_14,Région_10,75,55.95,513
2023-02-14,Produit_50,Région_8,93,162.27,685
2023-02-14,Produit_6,Région_8,39,450.65,92
2023-02-14,Produit_39,Région_7,1,173.96,958
2023-02-14,Produit_33,Région_8,50,143.16,794
2023-02-14,Produit_17,Région_6,19,294.62,575
2023-02-14,Produit_36,Région_1,39,351.67,698
2023-02-14,Produit_20,Région_9,23,18.2,158
2023-02-14,Produit_11,Région_8,81,326.66,355
2023-02-14,Produit_18,Région_6,31,211.12,168
2023-02-14,Produit_28,Région_10,6,252.42,363
2023-02-14,Produit_47,Région_9,93,466.12,783
2023-02-14,Produit_7,Région_1,7,253.01,516
2023-02-14,Produit_3,Région_6,79,436.38,150
2023-02-14,Produit_33,Région_2,21,342.95,250
2023-02-14,Produit_42,Région_4,47,197.32,760
2023-02-14,Produit_36,Région_4,52,133.8,428
2023-02-14,Produit_8,Région_4,21,216.91,925
2023-02-14,Produit_36,Région_5,85,304.39,530
2023-02-14,Produit_10,Région_3,13,193.09,606
2023-02-14,Produit_42,Région_8,42,335.11,466
2023-02-14,Produit_49,Région_10,30,423.86,548
2023-02-14,Produit_47,Région_4,89,34.37,900
2023-02-14,Produit_33,Région_6,47,65.56,234
2023-02-14,Produit_50,Région_4,30,48.3,93
2023-02-14,Produit_44,Région_7,46,419.7,859
2023-02-14,Produit_10,Région_4,33,119.65,121
2023-02-14,Produit_17,Région_7,81,324.18,360
2023-02-14,Produit_10,Région_10,6,205.22,614
2023-02-14,Produit_26,Région_4,62,106.74,703
2023-02-14,Produit_49,Région_8,75,204.8,542
2023-02-14,Produit_7,Région_6,5,224.17,709
2023-02-14,Produit_45,Région_4,94,88.2,443
2023-02-14,Produit_24,Région_4,61,366.8,407
2023-02-14,Produit_7,Région_5,48,364.12,789
2023-02-14,Produit_2,Région_5,12,177.08,526
2023-02-14,Produit_3,Région_9,59,61.97,62
2023-02-14,Produit_36,Région_9,41,82.2,276
2023-02-14,Produit_29,Région_9,94,485.06,184
2023-02-14,Produit_11,Région_3,75,42.82,415
2023-02-14,Produit_21,Région_2,17,245.76,438
2023-02-14,Produit_47,Région_3,74,47.63,712
2023-02-14,Produit_11,Région_6,31,169.08,105
2023-02-14,Produit_47,Région_5,50,8.75,614
2023-02-14,Produit_35,Région_5,59,363.13,912
2023-02-14,Produit_31,Région_2,80,298.68,819
2023-02-14,Produit_1,Région_7,9,352.9,712
2023-02-14,Produit_34,Région_1,86,93.7,721
2023-02-14,Produit_21,Région_5,71,425.67,848
2023-02-14,Produit_24,Région_5,83,326.9,252
2023-02-14,Produit_25,Région_3,42,209.16,237
2023-02-14,Produit_42,Région_8,79,451.62,839
2023-02-14,Produit_36,Région_1,22,16.97,394
2023-02-14,Produit_45,Région_6,22,248.47,870
2023-02-14,Produit_12,Région_1,64,186.78,335
2023-02-14,Produit_39,Région_4,70,69.94,497
2023-02-14,Produit_20,Région_4,23,156.76,756
2023-02-14,Produit_30,Région_4,2,424.96,904
2023-02-14,Produit_47,Région_8,48,411.5,553
2023-02-14,Produit_7,Région_2,76,90.66,170
2023-02-14,Produit_40,Région_2,39,265.52,251
2023-02-14,Produit_42,Région_4,27,97.67,142
2023-02-14,Produit_19,Région_6,51,260.56,19
2023-02-14,Produit_20,Région_2,64,333.56,100
2023-02-14,Produit_35,Région_6,38,293.41,75
2023-02-14,Produit_5,Région_7,20,433.24,82
2023-02-14,Produit_38,Région_6,73,293.7,470
2023-02-14,Produit_10,Région_1,11,311.89,339
2023-02-14,Produit_28,Région_6,84,315.93,79
2023-02-14,Produit_2,Région_9,91,123.86,415
2023-02-14,Produit_17,Région_8,84,117.11,539
2023-02-14,Produit_47,Région_5,23,457.01,728
2023-02-14,Produit_24,Région_1,92,162.17,753
2023-02-14,Produit_50,Région_3,81,469.67,757
2023-02-14,Produit_7,Région_10,87,435.5,540
2023-02-14,Produit_39,Région_2,98,411.15,565
2023-02-14,Produit_8,Région_5,21,130.57,547
2023-02-14,Produit_17,Région_10,80,422.97,974
2023-02-14,Produit_40,Région_1,51,302.43,677
2023-02-14,Produit_10,Région_1,26,392.26,398
2023-02-14,Produit_5,Région_2,78,430.87,508
2023-02-14,Produit_1,Région_1,60,193.83,567
2023-02-14,Produit_14,Région_4,38,455.77,241
2023-02-14,Produit_41,Région_7,70,437.1,722
2023-02-14,Produit_1,Région_5,18,147.14,71
2023-02-14,Produit_31,Région_10,6,342.17,221
2023-02-14,Produit_19,Région_2,24,134.01,582
2023-02-14,Produit_7,Région_10,57,315.67,141
2023-02-14,Produit_12,Région_8,58,410.29,173
2023-02-14,Produit_28,Région_7,44,205.25,223
2023-02-14,Produit_28,Région_6,35,293.6,919
2023-02-14,Produit_9,Région_2,78,149.26,893
2023-02-15,Produit_30,Région_7,27,492.11,670
2023-02-15,Produit_42,Région_6,43,188.97,81
2023-02-15,Produit_14,Région_4,52,80.89,356
2023-02-15,Produit_40,Région_4,44,66.22,119
2023-02-15,Produit_8,Région_4,52,446.21,174
2023-02-15,Produit_5,Région_3,15,489.42,760
2023-02-15,Produit_8,Région_6,46,372.1,381
2023-02-15,Produit_41,Région_5,30,445.63,224
2023-02-15,Produit_24,Région_3,30,277.95,560
2023-02-15,Produit_35,Région_1,17,430.15,972
2023-02-15,Produit_26,Région_4,5,179.9,50
2023-02-15,Produit_15,Région_2,46,32.23,583
2023-02-15,Produit_31,Région_10,29,59.91,475
2023-02-15,Produit_25,Région_8,32,433.65,36
2023-02-15,Produit_10,Région_6,61,68.83,244
2023-02-15,Produit_27,Région_1,7,382.89,501
2023-02-15,Produit_9,Région_4,30,161.2,680
2023-02-15,Produit_23,Région_4,6,317.42,855
2023-02-15,Produit_47,Région_6,70,341.32,829
2023-02-15,Produit_42,Région_8,22,432.03,739
2023-02-15,Produit_13,Région_8,37,427.03,636
2023-02-15,Produit_19,Région_2,84,434.39,15
2023-02-15,Produit_1,Région_5,91,275.7,979
2023-02-15,Produit_24,Région_8,2,386.39,354
2023-02-15,Produit_13,Région_3,65,107.88,527
2023-02-15,Produit_43,Région_3,70,349.42,921
2023-02-15,Produit_28,Région_9,55,98.47,980
2023-02-15,Produit_42,Région_9,29,172.62,507
2023-02-15,Produit_11,Région_4,20,307.94,858
2023-02-15,Produit_6,Région_1,30,354.44,644
2023-02-15,Produit_16,Région_4,51,485.68,569
2023-02-15,Produit_34,Région_6,98,486.25,548
2023-02-15,Produit_10,Région_2,56,76.25,321
2023-02-15,Produit_45,Région_7,95,260.8,655
2023-02-15,Produit_10,Région_1,21,450.77,651
2023-02-15,Produit_13,Région_4,81,433.15,393
2023-02-15,Produit_28,Région_2,59,144.11,773
2023-02-15,Produit_12,Région_10,68,50.97,308
2023-02-15,Produit_19,Région_10,32,482.71,252
2023-02-15,Produit_6,Région_5,59,64.9,129
2023-02-15,Produit_37,Région_3,70,288.38,132
2023-02-15,Produit_50,Région_10,27,203.33,856
2023-02-15,Produit_3,Région_4,40,168.2,231
2023-02-15,Produit_41,Région_8,88,404.28,602
2023-02-15,Produit_2,Région_7,20,83.31,83
2023-02-15,Produit_19,Région_9,51,249.68,848
2023-02-15,Produit_33,Région_5,28,165.36,344
2023-02-15,Produit_20,Région_5,13,223.56,617
2023-02-15,Produit_9,Région_6,65,36.31,881
2023-02-15,Produit_32,Région_9,59,113.84,57
2023-02-15,Produit_10,Région_5,56,326.66,720
2023-02-15,Produit_35,Région_9,15,9.14,87
2023-02-15,Produit_6,Région_10,21,118.92,538
2023-02-15,Produit_21,Région_9,82,230.88,171
2023-02-15,Produit_20,Région_3,28,197.19,178
2023-02-15,Produit_44,Région_1,34,215.57,316
2023-02-15,Produit_30,Région_7,68,161.89,423
2023-02-15,Produit_31,Région_1,37,298.5,910
2023-02-15,Produit_13,Région_7,45,142.06,270
2023-02-15,Produit_44,Région_8,48,420.72,216
2023-02-15,Produit_27,Région_6,87,486.04,708
2023-02-15,Produit_23,Région_9,60,220.08,42
2023-02-15,Produit_4,Région_2,39,414.3,699
2023-02-15,Produit_16,Région_3,54,380.5,463
2023-02-15,Produit_48,Région_7,45,79.29,626
2023-02-15,Produit_50,Région_7,84,463.33,657
2023-02-15,Produit_22,Région_4,53,198.99,839
2023-02-15,Produit_3,Région_9,8,178.69,685
2023-02-15,Produit_28,Région_8,49,202.1,908
2023-02-15,Produit_2,Région_1,86,486.3,937
2023-02-15,Produit_29,Région_10,63,464.26,454
2023-02-15,Produit_1,Région_10,5,287.61,396
2023-02-15,Produit_27,Région_2,96,54.04,580
2023-02-15,Produit_37,Région_2,71,18.54,915
2023-02-15,Produit_2,Région_10,43,78.38,479
2023-02-15,Produit_48,Région_4,43,109.16,298
2023-02-15,Produit_33,Région_8,82,120.03,287
2023-02-15,Produit_5,Région_2,26,371.6,341
2023-02-15,Produit_39,Région_6,75,175.81,251
2023-02-15,Produit_45,Région_4,97,233.28,875
2023-02-15,Produit_28,Région_10,60,445.24,935
2023-02-15,Produit_3,Région_7,63,488.77,198
2023-02-15,Produit_7,Région_10,41,448.98,144
2023-02-15,Produit_40,Région_4,98,55.43,160
2023-02-15,Produit_16,Région_7,68,156.03,191
2023-02-15,Produit_40,Région_1,8,417.68,760
2023-02-15,Produit_25,Région_7,7,80.11,552
2023-02-15,Produit_33,Région_7,57,162.84,356
2023-02-15,Produit_44,Région_6,66,13.89,776
2023-02-15,Produit_29,Région_1,74,474.0,109
2023-02-15,Produit_46,Région_7,76,234.74,693
2023-02-15,Produit_6,Région_8,23,164.98,481
2023-02-15,Produit_42,Région_6,16,442.1,660
2023-02-15,Produit_10,Région_5,25,144.29,865
2023-02-15,Produit_31,Région_9,60,29.66,31
2023-02-15,Produit_44,Région_6,47,213.21,35
2023-02-15,Produit_37,Région_8,60,98.77,553
2023-02-15,Produit_36,Région_10,40,344.32,925
2023-02-15,Produit_18,Région_5,58,307.57,161
2023-02-15,Produit_45,Région_6,16,350.98,442
2023-02-15,Produit_11,Région_1,79,474.66,713
2023-02-15,Produit_3,Région_6,30,107.88,123
2023-02-15,Produit_38,Région_2,98,234.1,123
2023-02-15,Produit_34,Région_4,68,321.68,759
2023-02-15,Produit_16,Région_5,92,378.61,645
2023-02-15,Produit_30,Région_2,63,14.31,854
2023-02-15,Produit_43,Région_5,16,37.06,429
2023-02-15,Produit_8,Région_6,53,262.23,602
2023-02-15,Produit_36,Région_4,63,451.31,957
2023-02-15,Produit_43,Région_1,2,137.38,357
2023-02-15,Produit_9,Région_3,69,175.27,861
2023-02-15,Produit_7,Région_2,20,441.16,3
2023-02-15,Produit_28,Région_8,35,213.13,923
2023-02-15,Produit_11,Région_4,73,444.21,253
2023-02-15,Produit_27,Région_3,39,9.08,795
2023-02-15,Produit_21,Région_8,82,97.63,72
2023-02-15,Produit_26,Région_8,52,74.04,954
2023-02-15,Produit_12,Région_4,9,59.77,240
2023-02-15,Produit_29,Région_7,90,335.17,204
2023-02-15,Produit_35,Région_3,22,461.42,321
2023-02-15,Produit_38,Région_5,94,494.12,168
2023-02-15,Produit_41,Région_1,99,71.26,704
2023-02-15,Produit_10,Région_3,10,489.12,750
2023-02-15,Produit_3,Région_5,35,11.33,368
2023-02-15,Produit_32,Région_6,11,300.4,699
2023-02-15,Produit_39,Région_6,62,42.87,621
2023-02-15,Produit_32,Région_7,37,376.17,97
2023-02-15,Produit_38,Région_7,75,36.3,119
2023-02-15,Produit_21,Région_8,15,177.3,966
2023-02-15,Produit_5,Région_5,45,328.64,296
2023-02-15,Produit_32,Région_8,32,177.53,521
2023-02-15,Produit_43,Région_7,43,167.43,758
2023-02-15,Produit_3,Région_4,23,415.09,224
2023-02-15,Produit_33,Région_1,6,259.72,990
2023-02-15,Produit_21,Région_1,28,304.48,135
2023-02-15,Produit_13,Région_2,58,412.37,0
2023-02-15,Produit_13,Région_1,10,392.99,147
2023-02-15,Produit_13,Région_10,37,223.81,161
2023-02-15,Produit_34,Région_5,68,474.28,596
2023-02-15,Produit_41,Région_8,9,311.35,536
2023-02-15,Produit_36,Région_8,93,235.28,162
2023-02-15,Produit_38,Région_7,83,386.54,880
2023-02-15,Produit_28,Région_8,99,408.21,885
2023-02-15,Produit_23,Région_6,23,129.18,592
2023-02-15,Produit_35,Région_3,63,126.04,92
2023-02-15,Produit_49,Région_2,76,359.46,949
2023-02-15,Produit_25,Région_2,30,431.84,918
2023-02-15,Produit_9,Région_4,55,375.78,678
2023-02-15,Produit_23,Région_2,42,18.47,840
2023-02-15,Produit_11,Région_8,65,85.07,413
2023-02-15,Produit_5,Région_2,65,266.34,204
2023-02-15,Produit_27,Région_8,28,125.34,449
2023-02-15,Produit_12,Région_6,40,453.71,6
2023-02-15,Produit_39,Région_1,51,412.72,651
2023-02-15,Produit_14,Région_2,39,458.44,831
2023-02-15,Produit_33,Région_2,27,210.47,429
2023-02-15,Produit_44,Région_2,37,192.13,748
2023-02-15,Produit_16,Région_6,60,177.42,867
2023-02-15,Produit_20,Région_4,97,325.97,595
2023-02-15,Produit_41,Région_10,22,54.63,815
2023-02-15,Produit_49,Région_8,33,481.74,669
2023-02-15,Produit_14,Région_4,57,154.27,750
2023-02-15,Produit_22,Région_9,68,123.87,327
2023-02-15,Produit_34,Région_6,25,366.43,423
2023-02-15,Produit_40,Région_1,80,364.01,550
2023-02-15,Produit_15,Région_1,35,166.08,998
2023-02-15,Produit_18,Région_7,37,389.05,73
2023-02-15,Produit_16,Région_7,98,250.39,278
2023-02-15,Produit_20,Région_7,2,458.3,328
2023-02-15,Produit_33,Région_3,42,438.76,734
